2022-03-28T09:50:31.044253+02:00,86
2022-03-28T09:50:31.044603+02:00,80
2022-03-28T09:50:31.044838+02:00,83
2022-03-28T09:50:31.045097+02:00,97
2022-03-28T09:50:31.045458+02:00,89
2022-03-28T09:50:31.045700+02:00,80
2022-03-28T09:50:31.045931+02:00,69
2022-03-28T09:50:31.046154+02:00,64
2022-03-28T09:50:31.046419+02:00,67
2022-03-28T09:50:31.046650+02:00,71
2022-03-28T09:50:31.046876+02:00,61
2022-03-28T09:50:31.047101+02:00,54
2022-03-28T09:50:31.047326+02:00,36
2022-03-28T09:50:31.047553+02:00,20
2022-03-28T09:50:31.047797+02:00,12
2022-03-28T09:50:31.048027+02:00,17
2022-03-28T09:50:31.048247+02:00,29
2022-03-28T09:50:31.048571+02:00,40
2022-03-28T09:50:31.048804+02:00,38
2022-03-28T09:50:31.049060+02:00,41
2022-03-28T09:50:31.049293+02:00,73
2022-03-28T09:50:31.049518+02:00,75
2022-03-28T09:50:31.049742+02:00,35
2022-03-28T09:50:31.049967+02:00,22
2022-03-28T09:50:31.050192+02:00,34
2022-03-28T09:50:31.050415+02:00,43
2022-03-28T09:50:31.050638+02:00,44
2022-03-28T09:50:31.050857+02:00,38
2022-03-28T09:50:31.051079+02:00,32
2022-03-28T09:50:31.051391+02:00,24
2022-03-28T09:50:31.051633+02:00,20
2022-03-28T09:50:31.051861+02:00,18
2022-03-28T09:50:31.052085+02:00,19
2022-03-28T09:50:31.052309+02:00,20
2022-03-28T09:50:31.052534+02:00,20
2022-03-28T09:50:31.052793+02:00,19
2022-03-28T09:50:31.053025+02:00,26
2022-03-28T09:50:31.053250+02:00,37
2022-03-28T09:50:31.053472+02:00,32
2022-03-28T09:50:31.053693+02:00,43
2022-03-28T09:50:31.053915+02:00,56
2022-03-28T09:50:31.054146+02:00,53
2022-03-28T09:50:31.054495+02:00,51
2022-03-28T09:50:31.054727+02:00,49
2022-03-28T09:50:31.054955+02:00,43
2022-03-28T09:50:31.055179+02:00,36
2022-03-28T09:50:31.055405+02:00,43
2022-03-28T09:50:31.055634+02:00,54
2022-03-28T09:50:31.055857+02:00,49
2022-03-28T09:50:31.056080+02:00,49
2022-03-28T09:50:31.056392+02:00,57
2022-03-28T09:50:31.056643+02:00,61
2022-03-28T09:50:31.056870+02:00,55
2022-03-28T09:50:31.057092+02:00,44
2022-03-28T09:50:31.057423+02:00,39
2022-03-28T09:50:31.057686+02:00,49
2022-03-28T09:50:31.057921+02:00,55
2022-03-28T09:50:31.058147+02:00,56
2022-03-28T09:50:31.058371+02:00,56
2022-03-28T09:50:31.058595+02:00,59
2022-03-28T09:50:31.058821+02:00,65
2022-03-28T09:50:31.059060+02:00,72
2022-03-28T09:50:31.059289+02:00,69
2022-03-28T09:50:31.059513+02:00,53
2022-03-28T09:50:31.059734+02:00,57
2022-03-28T09:50:31.059956+02:00,67
2022-03-28T09:50:31.060177+02:00,74
2022-03-28T09:50:31.060508+02:00,68
2022-03-28T09:50:31.060742+02:00,58
2022-03-28T09:50:31.060968+02:00,44
2022-03-28T09:50:31.061192+02:00,26
2022-03-28T09:50:31.061444+02:00,20
2022-03-28T09:50:31.061677+02:00,35
2022-03-28T09:50:31.061903+02:00,52
2022-03-28T09:50:31.062127+02:00,57
2022-03-28T09:50:31.062351+02:00,58
2022-03-28T09:50:31.062603+02:00,58
2022-03-28T09:50:31.062834+02:00,59
2022-03-28T09:50:31.063058+02:00,57
2022-03-28T09:50:31.063366+02:00,22
2022-03-28T09:50:31.063603+02:00,9
2022-03-28T09:50:31.063829+02:00,22
2022-03-28T09:50:31.064054+02:00,27
2022-03-28T09:50:31.064289+02:00,21
2022-03-28T09:50:31.064524+02:00,12
2022-03-28T09:50:31.064751+02:00,17
2022-03-28T09:50:31.064974+02:00,21
2022-03-28T09:50:31.065209+02:00,26
2022-03-28T09:50:31.065443+02:00,28
2022-03-28T09:50:31.065669+02:00,24
2022-03-28T09:50:31.065890+02:00,23
2022-03-28T09:50:31.066110+02:00,38
2022-03-28T09:50:31.066492+02:00,50
2022-03-28T09:50:31.066741+02:00,50
2022-03-28T09:50:31.066967+02:00,43
2022-03-28T09:50:31.067192+02:00,33
2022-03-28T09:50:31.067416+02:00,27
2022-03-28T09:50:31.067639+02:00,39
2022-03-28T09:50:31.067864+02:00,69
2022-03-28T09:50:31.068088+02:00,71
2022-03-28T09:50:31.068312+02:00,37
2022-03-28T09:50:31.068536+02:00,28
2022-03-28T09:50:31.068751+02:00,51
2022-03-28T09:50:31.068981+02:00,70
2022-03-28T09:50:31.069314+02:00,73
2022-03-28T09:50:31.069550+02:00,61
2022-03-28T09:50:31.069775+02:00,40
2022-03-28T09:50:31.070004+02:00,36
2022-03-28T09:50:31.070264+02:00,58
2022-03-28T09:50:31.070496+02:00,72
2022-03-28T09:50:31.070720+02:00,65
2022-03-28T09:50:31.070945+02:00,69
2022-03-28T09:50:31.071168+02:00,92
2022-03-28T09:50:31.071394+02:00,109
2022-03-28T09:50:31.071625+02:00,113
